Trade ID,Symbol,Pattern,Direction,Entry Time,Entry Price,Exit Time,Exit Price,Exit Reason,Lot Size,Gross PnL ($),Spread Cost ($),Comm Cost ($),Net PnL ($),R
XAUUSD_V3_348,XAUUSD,Cypher,LONG,2016-01-07 19:00:00,1105.69,2016-01-08 02:00:00,1110.72544,TP1_TP2,0.33,106.01,8.25,1.65,96.11,0.28
XAUUSD_V3_349,XAUUSD,Cypher,SHORT,2016-01-12 19:00:00,1086.16,2016-01-12 19:15:00,1086.16,TP1_BE,0.56,11.75,14.0,2.8,-5.05,-0.01
XAUUSD_V3_350,XAUUSD,Cypher,SHORT,2016-01-12 19:30:00,1086.4,2016-01-12 20:00:00,1086.4,TP1_BE,0.58,19.13,14.5,2.9,1.73,0.01
XAUUSD_V3_351,XAUUSD,Crab,LONG,2016-01-14 15:45:00,1085.74,2016-01-14 19:00:00,1081.1163800000002,SL,0.74,-342.15,18.5,3.7,-371.75,-1.08
XAUUSD_V3_352,XAUUSD,Cypher,LONG,2016-02-15 15:30:00,1211.77,2016-02-15 15:45:00,1211.77,TP1_BE,0.66,64.89,16.5,3.3,45.09,0.13
XAUUSD_V3_353,XAUUSD,Cypher,LONG,2016-02-15 16:00:00,1211.11,2016-02-15 16:15:00,1211.11,TP1_BE,0.76,49.64,19.0,3.8,26.84,0.08
XAUUSD_V3_354,XAUUSD,Cypher,LONG,2016-02-15 16:45:00,1209.95,2016-02-15 17:00:00,1209.95,TP1_BE,1.04,7.61,26.0,5.2,-23.59,-0.07
XAUUSD_V3_355,XAUUSD,Cypher,LONG,2016-02-17 13:45:00,1202.54,2016-02-17 21:15:00,1202.54,TP1_BE,0.45,112.61,11.25,2.25,99.11,0.29
XAUUSD_V3_356,XAUUSD,Cypher,LONG,2016-03-03 16:45:00,1246.2,2016-03-03 17:00:00,1246.2,TP1_BE,0.38,50.09,9.5,1.9,38.69,0.11
XAUUSD_V3_357,XAUUSD,Cypher,LONG,2016-03-03 17:15:00,1251.73,2016-03-03 17:30:00,1249.5409200000001,TP1_TP2,0.23,119.09,5.75,1.15,112.19,0.33
XAUUSD_V3_358,XAUUSD,Cypher,LONG,2016-03-03 18:00:00,1253.83,2016-03-03 18:15:00,1249.5409200000001,TP1_TP2,0.21,152.83,5.25,1.05,146.53,0.43
XAUUSD_V3_359,XAUUSD,Cypher,SHORT,2016-03-11 18:30:00,1258.76,2016-03-11 18:45:00,1258.76,TP1_BE,0.24,75.14,6.0,1.2,67.94,0.2
XAUUSD_V3_360,XAUUSD,Gartley,SHORT,2016-03-16 15:15:00,1229.64,2016-03-16 15:30:00,1228.33784,TP1_TP2,0.53,78.51,13.25,2.65,62.61,0.18
XAUUSD_V3_361,XAUUSD,Gartley,SHORT,2016-03-16 15:45:00,1228.92,2016-03-16 16:00:00,1228.92,TP1_BE,0.48,57.13,12.0,2.4,42.73,0.12
XAUUSD_V3_362,XAUUSD,Gartley,SHORT,2016-03-16 16:30:00,1232.41,2016-03-16 17:00:00,1228.33784,TP1_TP2,0.92,238.36,23.0,4.6,210.76,0.61
XAUUSD_V3_363,XAUUSD,Cypher,LONG,2016-03-22 18:15:00,1251.7,2016-03-22 18:30:00,1246.3320700000002,SL,0.66,-354.28,16.5,3.3,-380.68,-1.08
XAUUSD_V3_364,XAUUSD,Cypher,SHORT,2016-03-30 18:00:00,1233.44,2016-03-30 18:30:00,1225.95772,TP1_TP2,0.62,247.17,15.5,3.1,228.57,0.66
XAUUSD_V3_365,XAUUSD,Cypher,SHORT,2016-03-30 18:30:00,1227.17,2016-03-30 18:45:00,1225.95772,TP1_TP2,0.29,101.38,7.25,1.45,92.68,0.27
XAUUSD_V3_366,XAUUSD,Cypher,SHORT,2016-03-30 19:15:00,1227.38,2016-03-30 19:30:00,1227.38,TP1_BE,0.3,83.54,7.5,1.5,74.54,0.21
XAUUSD_V3_367,XAUUSD,Cypher,LONG,2016-04-18 18:30:00,1234.76,2016-04-19 02:30:00,1228.246785,SL,0.54,-351.71,13.5,2.7,-373.31,-1.06
XAUUSD_V3_368,XAUUSD,Cypher,LONG,2016-04-22 15:30:00,1246.66,2016-04-22 15:30:00,1243.9997549999998,SL,1.3,-345.83,32.5,6.5,-397.83,-1.15
XAUUSD_V3_369,XAUUSD,Cypher,LONG,2016-04-29 16:15:00,1279.58,2016-04-29 17:30:00,1287.2088400000002,TP1_TP2,0.37,173.32,9.25,1.85,162.22,0.48
XAUUSD_V3_370,XAUUSD,Cypher,LONG,2016-04-29 16:45:00,1282.98,2016-04-29 17:30:00,1287.2088400000002,TP1_TP2,0.27,126.48,6.75,1.35,118.38,0.35
XAUUSD_V3_371,XAUUSD,Cypher,LONG,2016-05-06 16:15:00,1289.89,2016-05-06 16:30:00,1289.89,TP1_BE,0.22,109.99,5.5,1.1,103.39,0.3
XAUUSD_V3_372,XAUUSD,Cypher,LONG,2016-05-06 16:45:00,1286.15,2016-05-06 17:00:00,1286.15,TP1_BE,0.3,93.89,7.5,1.5,84.89,0.25
XAUUSD_V3_373,XAUUSD,Cypher,LONG,2016-05-06 17:30:00,1288.75,2016-05-06 17:45:00,1284.4546,TP1_TP2,0.24,157.86,6.0,1.2,150.66,0.43
XAUUSD_V3_374,XAUUSD,Gartley,LONG,2016-05-11 19:15:00,1273.14,2016-05-12 05:30:00,1273.14,TP1_BE,0.81,130.31,20.25,4.05,106.01,0.3
XAUUSD_V3_375,XAUUSD,Cypher,LONG,2016-06-27 13:30:00,1325.84,2016-06-27 14:45:00,1332.54438,TP1_TP2,1.1,445.0,27.5,5.5,412.0,1.17
XAUUSD_V3_376,XAUUSD,Cypher,LONG,2016-06-30 18:15:00,1320.85,2016-06-30 18:30:00,1320.85,TP1_BE,0.42,26.09,10.5,2.1,13.49,0.04
XAUUSD_V3_377,XAUUSD,Cypher,LONG,2016-06-30 18:45:00,1319.66,2016-06-30 19:00:00,1319.66,TP1_BE,0.49,1.28,12.25,2.45,-13.42,-0.04
XAUUSD_V3_378,XAUUSD,Cypher,LONG,2016-06-30 19:30:00,1317.73,2016-07-01 04:15:00,1327.565,TP1_TP2,0.66,386.52,16.5,3.3,366.72,1.02
XAUUSD_V3_379,XAUUSD,Cypher,LONG,2016-07-04 17:15:00,1351.16,2016-07-04 17:30:00,1351.16,TP1_BE,1.01,12.36,25.25,5.05,-17.94,-0.05
XAUUSD_V3_380,XAUUSD,Cypher,LONG,2016-07-04 18:30:00,1351.19,2016-07-05 04:00:00,1351.19,TP1_BE,0.78,26.43,19.5,3.9,3.03,0.01
XAUUSD_V3_381,XAUUSD,Cypher,LONG,2016-07-04 19:00:00,1350.77,2016-07-05 04:00:00,1350.77,TP1_BE,0.86,47.2,21.5,4.3,21.4,0.06
XAUUSD_V3_382,XAUUSD,Cypher,SHORT,2016-07-14 19:30:00,1330.29,2016-07-15 01:15:00,1335.77252,SL,0.67,-367.33,16.75,3.35,-394.13,-1.07
XAUUSD_V3_383,XAUUSD,Cypher,SHORT,2016-07-19 18:15:00,1330.54,2016-07-19 18:30:00,1330.54,TP1_BE,0.78,56.13,19.5,3.9,32.73,0.09
XAUUSD_V3_384,XAUUSD,Cypher,SHORT,2016-07-19 18:45:00,1331.42,2016-07-19 19:00:00,1331.42,TP1_BE,0.97,27.12,24.25,4.85,-1.98,-0.01
XAUUSD_V3_385,XAUUSD,Cypher,SHORT,2016-07-19 19:30:00,1332.37,2016-07-19 20:30:00,1332.37,TP1_BE,1.3,25.4,32.5,6.5,-13.6,-0.04
XAUUSD_V3_386,XAUUSD,Cypher,SHORT,2016-07-22 15:30:00,1322.66,2016-07-22 15:45:00,1322.66,TP1_BE,0.56,22.26,14.0,2.8,5.46,0.02
XAUUSD_V3_387,XAUUSD,Cypher,SHORT,2016-07-22 16:00:00,1324.3,2016-07-22 16:30:00,1324.3,TP1_BE,0.76,32.11,19.0,3.8,9.31,0.03
XAUUSD_V3_388,XAUUSD,Cypher,SHORT,2016-07-22 16:45:00,1323.61,2016-07-22 17:00:00,1323.61,TP1_BE,0.66,5.12,16.5,3.3,-14.68,-0.04
XAUUSD_V3_389,XAUUSD,Cypher,SHORT,2016-07-25 16:45:00,1313.19,2016-07-25 17:00:00,1313.19,TP1_BE,0.56,67.66,14.0,2.8,50.86,0.14
XAUUSD_V3_390,XAUUSD,Cypher,SHORT,2016-07-25 16:15:00,1315.43,2016-07-25 18:00:00,1315.43,TP1_BE,0.85,7.49,21.25,4.25,-18.01,-0.05
XAUUSD_V3_391,XAUUSD,Cypher,LONG,2016-08-03 13:30:00,1363.58,2016-08-03 14:00:00,1363.58,TP1_BE,1.63,75.16,40.75,8.15,26.26,0.07
XAUUSD_V3_392,XAUUSD,Cypher,LONG,2016-08-03 14:00:00,1364.0,2016-08-03 14:45:00,1364.0,TP1_BE,1.37,34.4,34.25,6.85,-6.7,-0.02
XAUUSD_V3_393,XAUUSD,Cypher,LONG,2016-08-03 14:45:00,1364.07,2016-08-03 15:15:00,1364.07,TP1_BE,1.34,28.96,33.5,6.7,-11.24,-0.03
XAUUSD_V3_394,XAUUSD,Cypher,LONG,2016-08-18 18:30:00,1350.15,2016-08-18 18:45:00,1350.15,TP1_BE,0.68,20.0,17.0,3.4,-0.4,-0.0
XAUUSD_V3_395,XAUUSD,Cypher,LONG,2016-08-18 19:00:00,1350.5,2016-08-18 19:15:00,1350.5,TP1_BE,0.64,7.62,16.0,3.2,-11.58,-0.03
XAUUSD_V3_396,XAUUSD,Cypher,LONG,2016-08-18 19:45:00,1349.65,2016-08-19 02:45:00,1349.65,TP1_BE,0.75,40.8,18.75,3.75,18.3,0.05
XAUUSD_V3_397,XAUUSD,Cypher,SHORT,2016-08-24 16:30:00,1329.61,2016-08-24 16:45:00,1333.43644,TP1_TP2,0.34,198.85,8.5,1.7,188.65,0.52
XAUUSD_V3_398,XAUUSD,Cypher,SHORT,2016-08-24 17:00:00,1328.79,2016-08-24 17:15:00,1333.43644,TP1_TP2,0.32,213.39,8.0,1.6,203.79,0.56
XAUUSD_V3_399,XAUUSD,Cypher,SHORT,2016-08-24 17:45:00,1326.55,2016-08-24 18:00:00,1326.55,TP1_BE,0.27,147.56,6.75,1.35,139.46,0.38
XAUUSD_V3_400,XAUUSD,Cypher,SHORT,2016-09-01 17:00:00,1308.35,2016-09-01 17:00:00,1312.025195,SL,1.01,-371.19,25.25,5.05,-411.59,-1.11
XAUUSD_V3_401,XAUUSD,Cypher,SHORT,2016-09-19 17:15:00,1314.53,2016-09-19 20:00:00,1314.53,TP1_BE,0.85,31.77,21.25,4.25,6.27,0.02
XAUUSD_V3_402,XAUUSD,Cypher,SHORT,2016-09-19 17:45:00,1314.46,2016-09-19 20:00:00,1314.46,TP1_BE,0.84,28.46,21.0,4.2,3.26,0.01
XAUUSD_V3_403,XAUUSD,Cypher,SHORT,2016-10-06 15:00:00,1264.03,2016-10-06 15:15:00,1264.03,TP1_BE,0.62,48.83,15.5,3.1,30.23,0.08
XAUUSD_V3_404,XAUUSD,Cypher,SHORT,2016-10-06 15:30:00,1263.44,2016-10-06 15:45:00,1260.24124,TP1_TP2,0.57,152.87,14.25,2.85,135.77,0.37
XAUUSD_V3_405,XAUUSD,Cypher,SHORT,2016-10-06 16:15:00,1256.26,2016-10-06 16:30:00,1260.24124,TP1_TP2,0.27,179.91,6.75,1.35,171.81,0.47
XAUUSD_V3_406,XAUUSD,Cypher,SHORT,2016-10-13 15:00:00,1258.35,2016-10-13 15:15:00,1258.35,TP1_BE,1.03,15.38,25.75,5.15,-15.52,-0.04
XAUUSD_V3_407,XAUUSD,Cypher,SHORT,2016-10-13 15:30:00,1256.62,2016-10-13 15:45:00,1256.62,TP1_BE,0.7,50.1,17.5,3.5,29.1,0.08
XAUUSD_V3_408,XAUUSD,Cypher,SHORT,2016-10-13 16:15:00,1257.97,2016-10-13 16:30:00,1257.97,TP1_BE,0.93,3.78,23.25,4.65,-24.12,-0.07
XAUUSD_V3_409,XAUUSD,Cypher,SHORT,2016-10-21 13:15:00,1263.98,2016-10-21 16:00:00,1267.3669549999997,SL,1.09,-369.18,27.25,5.45,-412.78,-1.12
XAUUSD_V3_410,XAUUSD,Cypher,LONG,2016-10-21 18:30:00,1266.24,2016-10-21 20:45:00,1266.24,TP1_BE,1.23,29.46,30.75,6.15,-7.44,-0.02
XAUUSD_V3_411,XAUUSD,Cypher,SHORT,2016-11-11 16:30:00,1254.8,2016-11-11 16:45:00,1243.0406400000002,TP1_TP2,0.34,229.35,8.5,1.7,219.15,0.61
XAUUSD_V3_412,XAUUSD,Cypher,SHORT,2016-11-11 17:00:00,1235.71,2016-11-11 17:15:00,1235.71,TP1_BE,0.12,124.93,3.0,0.6,121.33,0.33
XAUUSD_V3_413,XAUUSD,Cypher,SHORT,2016-11-11 17:45:00,1234.3,2016-11-11 18:00:00,1234.3,TP1_BE,0.12,133.39,3.0,0.6,129.79,0.35
XAUUSD_V3_414,XAUUSD,Cypher,SHORT,2016-12-20 19:45:00,1131.54,2016-12-21 03:45:00,1134.805125,SL,1.14,-372.22,28.5,5.7,-417.82,-1.13
XAUUSD_V3_415,XAUUSD,Cypher,LONG,2017-01-04 17:30:00,1165.1,2017-01-04 17:45:00,1165.1,TP1_BE,0.64,16.43,16.0,3.2,-2.77,-0.01
XAUUSD_V3_416,XAUUSD,Cypher,LONG,2017-01-04 18:00:00,1165.36,2017-01-04 19:45:00,1165.36,TP1_BE,0.61,7.73,15.25,3.05,-10.57,-0.03
XAUUSD_V3_417,XAUUSD,Cypher,LONG,2017-01-04 18:45:00,1163.57,2017-01-04 21:00:00,1163.57,TP1_BE,0.87,88.89,21.75,4.35,62.79,0.17
XAUUSD_V3_418,XAUUSD,Cypher,LONG,2017-01-09 18:45:00,1183.33,2017-01-09 19:00:00,1183.33,TP1_BE,0.45,71.89,11.25,2.25,58.39,0.16
XAUUSD_V3_419,XAUUSD,Cypher,LONG,2017-01-09 19:30:00,1182.51,2017-01-09 19:45:00,1182.51,TP1_BE,0.5,59.38,12.5,2.5,44.38,0.12
XAUUSD_V3_420,XAUUSD,Cypher,LONG,2017-01-09 18:15:00,1179.61,2017-01-10 05:30:00,1186.2751799999999,TP1_TP2,0.84,301.98,21.0,4.2,276.78,0.76
XAUUSD_V3_421,XAUUSD,Cypher,LONG,2017-01-18 19:45:00,1213.24,2017-01-18 20:30:00,1210.8547950000002,SL,1.56,-372.09,39.0,7.8,-434.49,-1.17
XAUUSD_V3_422,XAUUSD,Cypher,SHORT,2017-01-25 15:45:00,1203.05,2017-01-25 16:00:00,1203.05,TP1_BE,0.46,10.91,11.5,2.3,-2.89,-0.01
XAUUSD_V3_423,XAUUSD,Cypher,SHORT,2017-01-25 15:15:00,1203.95,2017-01-25 16:30:00,1196.10422,TP1_TP2,0.52,215.06,13.0,2.6,199.46,0.55
XAUUSD_V3_424,XAUUSD,Cypher,SHORT,2017-01-25 16:30:00,1197.94,2017-01-25 16:45:00,1196.10422,TP1_TP2,0.28,103.88,7.0,1.4,95.48,0.26
XAUUSD_V3_425,XAUUSD,Cypher,SHORT,2017-01-26 13:30:00,1192.73,2017-01-26 13:45:00,1192.73,TP1_BE,0.56,108.3,14.0,2.8,91.5,0.25
XAUUSD_V3_426,XAUUSD,Cypher,LONG,2017-02-02 19:15:00,1216.44,2017-02-03 15:00:00,1210.6042699999998,SL,0.63,-367.65,15.75,3.15,-392.85,-1.06
XAUUSD_V3_427,XAUUSD,Cypher,SHORT,2017-03-03 16:45:00,1227.02,2017-03-03 17:00:00,1227.02,TP1_BE,0.5,30.79,12.5,2.5,15.79,0.04
XAUUSD_V3_428,XAUUSD,Cypher,SHORT,2017-03-03 17:30:00,1225.76,2017-03-03 17:45:00,1225.76,TP1_BE,0.43,53.57,10.75,2.15,40.67,0.11
XAUUSD_V3_429,XAUUSD,Cypher,SHORT,2017-03-03 16:15:00,1228.5,2017-03-03 20:00:00,1228.5,TP1_BE,0.63,7.83,15.75,3.15,-11.07,-0.03
XAUUSD_V3_430,XAUUSD,Cypher,SHORT,2017-03-06 16:15:00,1231.91,2017-03-06 16:30:00,1231.91,TP1_BE,0.81,3.97,20.25,4.05,-20.33,-0.06
XAUUSD_V3_431,XAUUSD,Cypher,SHORT,2017-03-06 16:45:00,1230.85,2017-03-06 17:00:00,1230.85,TP1_BE,0.66,31.75,16.5,3.3,11.95,0.03
XAUUSD_V3_432,XAUUSD,Cypher,SHORT,2017-03-06 17:30:00,1229.78,2017-03-06 17:45:00,1229.78,TP1_BE,0.55,55.88,13.75,2.75,39.38,0.11
XAUUSD_V3_433,XAUUSD,Cypher,LONG,2017-03-23 13:30:00,1247.9,2017-03-23 13:45:00,1247.9,TP1_BE,0.96,28.06,24.0,4.8,-0.74,-0.0
XAUUSD_V3_434,XAUUSD,Cypher,LONG,2017-03-23 14:15:00,1247.83,2017-03-23 14:45:00,1251.90346,TP1_TP2,0.98,224.81,24.5,4.9,195.41,0.54
XAUUSD_V3_435,XAUUSD,Cypher,LONG,2017-03-29 16:15:00,1253.2,2017-03-29 16:30:00,1253.2,TP1_BE,0.88,16.86,22.0,4.4,-9.54,-0.03
XAUUSD_V3_436,XAUUSD,Cypher,LONG,2017-03-29 16:45:00,1252.94,2017-03-29 17:00:00,1252.94,TP1_BE,0.94,5.79,23.5,4.7,-22.41,-0.06
XAUUSD_V3_437,XAUUSD,Cypher,LONG,2017-03-29 18:00:00,1252.03,2017-03-29 18:30:00,1252.03,TP1_BE,1.06,38.45,26.5,5.3,6.65,0.02
XAUUSD_V3_438,XAUUSD,Cypher,SHORT,2017-04-03 16:15:00,1246.46,2017-04-03 17:00:00,1249.70787,SL,1.13,-367.01,28.25,5.65,-412.21,-1.12
XAUUSD_V3_439,XAUUSD,Cypher,SHORT,2017-04-03 16:45:00,1247.43,2017-04-03 17:00:00,1249.70787,SL,1.61,-366.74,40.25,8.05,-431.14,-1.2
XAUUSD_V3_440,XAUUSD,Cypher,SHORT,2017-04-21 13:15:00,1281.05,2017-04-21 14:00:00,1283.351995,SL,1.52,-349.9,38.0,7.6,-410.7,-1.17
XAUUSD_V3_441,XAUUSD,Cypher,SHORT,2017-04-27 16:45:00,1263.41,2017-04-27 17:15:00,1263.41,TP1_BE,0.6,13.21,15.0,3.0,-4.79,-0.01
XAUUSD_V3_442,XAUUSD,Cypher,SHORT,2017-04-27 17:15:00,1262.31,2017-04-27 17:30:00,1262.31,TP1_BE,0.5,38.51,12.5,2.5,23.51,0.07
XAUUSD_V3_443,XAUUSD,Cypher,SHORT,2017-05-03 16:15:00,1252.46,2017-05-03 16:30:00,1252.46,TP1_BE,0.91,73.16,22.75,4.55,45.86,0.13
XAUUSD_V3_444,XAUUSD,Cypher,SHORT,2017-05-03 16:45:00,1251.76,2017-05-03 17:00:00,1251.24882,TP1_TP2,0.77,108.53,19.25,3.85,85.43,0.25
XAUUSD_V3_445,XAUUSD,Cypher,SHORT,2017-05-03 17:30:00,1247.02,2017-05-03 17:45:00,1247.02,TP1_BE,0.37,130.38,9.25,1.85,119.28,0.35
XAUUSD_V3_446,XAUUSD,Cypher,LONG,2017-05-12 16:15:00,1230.68,2017-05-12 16:30:00,1230.68,TP1_BE,0.71,66.45,17.75,3.55,45.15,0.13
XAUUSD_V3_447,XAUUSD,Cypher,LONG,2017-05-12 16:45:00,1229.89,2017-05-12 17:00:00,1229.89,TP1_BE,0.85,45.98,21.25,4.25,20.48,0.06
XAUUSD_V3_448,XAUUSD,Cypher,LONG,2017-05-12 17:30:00,1229.71,2017-05-12 17:45:00,1229.71,TP1_BE,0.89,40.14,22.25,4.45,13.44,0.04
XAUUSD_V3_449,XAUUSD,Cypher,LONG,2017-05-19 18:00:00,1252.67,2017-05-19 18:30:00,1252.67,TP1_BE,0.55,18.83,13.75,2.75,2.33,0.01
XAUUSD_V3_450,XAUUSD,Cypher,LONG,2017-05-19 18:30:00,1253.46,2017-05-19 18:45:00,1253.46,TP1_BE,0.49,2.58,12.25,2.45,-12.12,-0.03
XAUUSD_V3_451,XAUUSD,Cypher,LONG,2017-05-19 19:15:00,1252.37,2017-05-22 05:15:00,1252.37,TP1_BE,0.58,28.55,14.5,2.9,11.15,0.03
XAUUSD_V3_452,XAUUSD,Cypher,SHORT,2017-06-01 16:30:00,1263.13,2017-06-01 16:45:00,1263.13,TP1_BE,0.6,88.15,15.0,3.0,70.15,0.2
XAUUSD_V3_453,XAUUSD,Cypher,SHORT,2017-06-01 17:15:00,1265.15,2017-06-01 18:15:00,1265.15,TP1_BE,0.93,42.71,23.25,4.65,14.81,0.04
XAUUSD_V3_454,XAUUSD,Cypher,LONG,2017-06-28 16:30:00,1251.56,2017-06-28 17:00:00,1248.247425,SL,1.06,-351.13,26.5,5.3,-393.53,-1.12
XAUUSD_V3_455,XAUUSD,Cypher,SHORT,2017-07-04 15:30:00,1224.4,2017-07-04 15:45:00,1224.4,TP1_BE,1.69,4.46,42.25,8.45,-46.24,-0.13
XAUUSD_V3_456,XAUUSD,Cypher,SHORT,2017-07-04 16:45:00,1223.32,2017-07-04 17:00:00,1223.32,TP1_BE,1.1,56.5,27.5,5.5,23.5,0.07
XAUUSD_V3_457,XAUUSD,Cypher,SHORT,2017-07-04 16:00:00,1224.89,2017-07-05 01:15:00,1224.89,TP1_BE,2.21,59.97,55.25,11.05,-6.33,-0.02
XAUUSD_V3_458,XAUUSD,Cypher,SHORT,2017-07-12 14:00:00,1217.02,2017-07-12 14:15:00,1217.02,TP1_BE,1.02,65.14,25.5,5.1,34.54,0.1
XAUUSD_V3_459,XAUUSD,Cypher,SHORT,2017-07-12 14:45:00,1216.83,2017-07-12 15:00:00,1216.83,TP1_BE,0.97,71.16,24.25,4.85,42.06,0.12
XAUUSD_V3_460,XAUUSD,Cypher,SHORT,2017-07-12 13:30:00,1217.91,2017-07-12 15:15:00,1215.10522,TP1_TP2,1.38,220.25,34.5,6.9,178.85,0.52
XAUUSD_V3_461,XAUUSD,Cypher,LONG,2017-07-24 19:00:00,1255.79,2017-07-25 10:15:00,1255.79,TP1_BE,1.08,72.25,27.0,5.4,39.85,0.11
XAUUSD_V3_462,XAUUSD,Cypher,LONG,2017-07-28 14:00:00,1258.95,2017-07-28 15:30:00,1263.09872,TP1_TP2,1.93,459.63,48.25,9.65,401.73,1.15
XAUUSD_V3_463,XAUUSD,Cypher,SHORT,2017-08-16 16:30:00,1269.27,2017-08-16 16:45:00,1269.27,TP1_BE,0.66,45.37,16.5,3.3,25.57,0.07
XAUUSD_V3_464,XAUUSD,Cypher,LONG,2017-08-24 20:00:00,1287.26,2017-08-25 02:15:00,1285.1041000000002,SL,1.66,-357.88,41.5,8.3,-424.28,-1.19
XAUUSD_V3_465,XAUUSD,Cypher,LONG,2017-09-04 18:00:00,1334.64,2017-09-04 18:45:00,1334.64,TP1_BE,0.95,0.82,23.75,4.75,-27.68,-0.08
XAUUSD_V3_466,XAUUSD,Cypher,LONG,2017-09-04 18:30:00,1335.08,2017-09-04 18:45:00,1335.08,TP1_BE,0.85,19.44,21.25,4.25,-6.06,-0.02
XAUUSD_V3_467,XAUUSD,Cypher,LONG,2017-09-04 19:15:00,1334.46,2017-09-05 04:15:00,1334.46,TP1_BE,1.0,8.13,25.0,5.0,-21.87,-0.06
XAUUSD_V3_468,XAUUSD,Cypher,SHORT,2017-09-15 17:30:00,1321.33,2017-09-15 17:45:00,1321.33,TP1_BE,0.4,46.41,10.0,2.0,34.41,0.1
XAUUSD_V3_469,XAUUSD,Cypher,SHORT,2017-09-15 18:15:00,1321.79,2017-09-15 18:30:00,1321.79,TP1_BE,0.42,39.07,10.5,2.1,26.47,0.08
XAUUSD_V3_470,XAUUSD,Cypher,SHORT,2017-09-15 17:00:00,1324.74,2017-09-18 01:00:00,1317.9394199999997,TP1_TP2,0.65,256.43,16.25,3.25,236.93,0.68
XAUUSD_V3_471,XAUUSD,Cypher,LONG,2017-09-29 16:30:00,1286.84,2017-09-29 16:45:00,1283.13717,SL,0.95,-351.77,23.75,4.75,-389.77,-1.1
XAUUSD_V3_472,XAUUSD,Gartley,SHORT,2017-10-09 15:45:00,1280.81,2017-10-09 16:00:00,1280.81,TP1_BE,0.64,15.25,16.0,3.2,-3.95,-0.01
XAUUSD_V3_473,XAUUSD,Gartley,SHORT,2017-10-09 16:30:00,1280.34,2017-10-09 16:45:00,1280.34,TP1_BE,0.59,27.93,14.75,2.95,10.23,0.03
XAUUSD_V3_474,XAUUSD,Gartley,SHORT,2017-10-09 15:15:00,1283.06,2017-10-09 20:15:00,1283.06,TP1_BE,1.11,98.42,27.75,5.55,65.12,0.19
XAUUSD_V3_475,XAUUSD,Cypher,LONG,2017-10-10 17:00:00,1292.16,2017-10-10 17:15:00,1292.16,TP1_BE,0.56,31.71,14.0,2.8,14.91,0.04
XAUUSD_V3_476,XAUUSD,Cypher,LONG,2017-10-10 17:30:00,1292.69,2017-10-10 18:00:00,1292.69,TP1_BE,0.52,43.22,13.0,2.6,27.62,0.08
XAUUSD_V3_477,XAUUSD,Cypher,LONG,2017-10-10 18:15:00,1292.81,2017-10-10 18:30:00,1292.81,TP1_BE,0.51,45.45,12.75,2.55,30.15,0.09
XAUUSD_V3_478,XAUUSD,Cypher,LONG,2017-10-16 17:30:00,1304.42,2017-10-16 17:45:00,1304.42,TP1_BE,1.03,11.03,25.75,5.15,-19.87,-0.06
XAUUSD_V3_479,XAUUSD,Cypher,LONG,2017-10-16 18:00:00,1303.63,2017-10-16 20:15:00,1301.02191,SL,1.33,-346.88,33.25,6.65,-400.08,-1.15
XAUUSD_V3_480,XAUUSD,Cypher,LONG,2017-10-16 18:45:00,1303.91,2017-10-16 20:15:00,1301.02191,SL,1.2,-346.57,30.0,6.0,-394.57,-1.16
XAUUSD_V3_481,XAUUSD,Cypher,LONG,2017-11-27 18:15:00,1296.01,2017-11-27 18:45:00,1296.01,TP1_BE,0.59,50.89,14.75,2.95,33.19,0.1
XAUUSD_V3_482,XAUUSD,Cypher,LONG,2017-11-27 18:45:00,1296.85,2017-11-27 19:00:00,1296.85,TP1_BE,0.51,65.41,12.75,2.55,50.11,0.15
XAUUSD_V3_483,XAUUSD,Cypher,LONG,2017-11-27 19:30:00,1295.53,2017-11-27 19:45:00,1295.53,TP1_BE,0.65,40.47,16.25,3.25,20.97,0.06
XAUUSD_V3_484,XAUUSD,Cypher,LONG,2017-12-27 15:45:00,1284.38,2017-12-27 17:00:00,1284.38,TP1_BE,1.09,28.64,27.25,5.45,-4.06,-0.01
XAUUSD_V3_485,XAUUSD,Cypher,LONG,2017-12-27 16:15:00,1284.12,2017-12-27 17:00:00,1284.12,TP1_BE,1.2,47.13,30.0,6.0,11.13,0.03
XAUUSD_V3_486,XAUUSD,Gartley,LONG,2018-01-19 17:30:00,1334.44,2018-01-22 08:45:00,1329.444875,SL,0.67,-334.67,16.75,3.35,-361.47,-1.08
XAUUSD_V3_487,XAUUSD,Gartley,LONG,2018-01-19 18:00:00,1333.08,2018-01-22 08:45:00,1329.444875,SL,0.92,-334.43,23.0,4.6,-371.23,-1.14
XAUUSD_V3_488,XAUUSD,Cypher,LONG,2018-01-31 16:15:00,1343.1,2018-01-31 16:30:00,1343.1,TP1_BE,1.2,6.69,30.0,6.0,-29.31,-0.09
XAUUSD_V3_489,XAUUSD,Cypher,LONG,2018-01-31 16:45:00,1343.52,2018-01-31 17:00:00,1343.52,TP1_BE,1.03,27.37,25.75,5.15,-3.53,-0.01
XAUUSD_V3_490,XAUUSD,Cypher,LONG,2018-01-31 17:30:00,1344.21,2018-01-31 17:45:00,1344.21,TP1_BE,0.85,51.91,21.25,4.25,26.41,0.08
